premise,hypothesis,gold_label,pred_label
"'  However, similar expressions in French, Spanish, and Judezmo, all mentioning numbers, give pause (they are listed in Jewish Language Review 7, 1987, p.","French, Spanish and Judezmo expressions mentioning numbers give pause because you make funny faces when said.",neutral,contradiction
"But for 8 minutes and 13 seconds, between 8:56 and 9:05, this primary radar information on American 77 was not displayed to controllers at Indianapolis Center.",American 77 had its transponder altered so there was no data on the primary radar.  ,neutral,contradiction
"Inside the National Military Command Center, the deputy director of operations and his assistant began notifying senior Pentagon officials of the incident.",Senior Pentagon officials were shocked when they heard about the incident.,neutral,contradiction
"But it wasn't like Daddy's Little Wannabe Tomboy, thing anymore, you know.","I outgrew my tomboy phase, and was more feminine now.",neutral,contradiction
The Vice President was wondering how the hell could a plane hit the World Trade Center when he saw the second aircraft strike the South Tower.,The second plane hitting the South Tower answered the Vice President's question.,neutral,entailment
"I went on through, unlocked the window and left.",The window was large and easy to move through. ,neutral,contradiction
" Afterwards, the Bishop walked among the crowds, eating their picnic lunches. ",The Bishop likes walking among crowds while they eat.,neutral,entailment
"The sociocultural vision is very dierent from behaviorism, which views development as directly imposed, or shaped, by external forces.",They almost completely contradict one another.,neutral,contradiction
"That means we now have the opportunity to be a stable, positive and important part of each child's life for an entire decade.",Providing stability and positivity for each child has been made possible from continued support.,neutral,entailment
Your contribution will help with funding so Jameson Camp can continue providing the year-round camping experience that gives kids a chance to create dreams.,The Jameson Camp needs external funding to survive,neutral,entailment
"In a recent provocative study, sociologist Arlie Hochschild spent months getting to know employees at a large Midwestern corporation she called Americo.",Sociologist Arlie Hochschild spent seven months getting to know employees of Americo during a recent exciting study.,neutral,contradiction
"SEND advances these efforts by forming long-standing relationships with local businesses, churches, residents, and other interested groups and individuals.",These relationships are formed with donations.,neutral,contradiction
This year IUPUI is celebrating 25 years in partnership.,The IUPUI has been around for more than a century.,contradiction,entailment
She would save everything.,She kept soup labels. ,neutral,contradiction
I guess one of the other authors I like a lot uh is C.S.,I like the author C.S. Lewis.,neutral,contradiction
Each suit is ideally made from pattern pieces cut from the same ply of cloth and the same region of material.,Each suit should be made from one piece.,entailment,contradiction
"In Cecilia's case she had to face the situation with a limited education, no skills and no source of income.","In Cecilia's case, she had little education but wanted to learn.",neutral,entailment
The optimal policy is one for which marginal increases or decreases in chosen inventory levels will not confer additional profits.,The best policy should be sensitive to changes in select inventory levels.,neutral,contradiction
Bin Ladin's grievance with the United States may have started in reaction to specific U.S. policies but it quickly became far deeper.,Bin Ladin had grievances with the United States starting with U.S. foreign policy.,neutral,entailment
"Die-cutters are much safer when fully automated, but building computerized loading and unloading features into the machine adds cost.",Putting computerized loading and unloading features in the machine costs several thousand dollars.,neutral,entailment
I'll pass that along over here.,I will pass any information along to relay the message as there are still other families looking for their loved one. ,neutral,entailment
Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.,"There of the flights had taken off, but the others remained.",neutral,entailment
"Essentially, random fluctuation in demand cannot be explained by trends, seasonality, cyclicality, or other factors like advertising and new product introduction.",Retailers would like to be able to explain every fluctuation in demand.,neutral,contradiction
Um we always tended to stop somewhere scenic either going to or coming from.,"Since the picturesque locations were the only places worth visiting, they were where we usually went. ",neutral,contradiction
 From Home Work to Modern Manufacture,Home work is a less viable option.,neutral,contradiction
"This overall increase is mirrored by growth in the average number of new SKUs introduced per year by apparel business units, which increased from 2,368 in 1988 to 3,688 in 1992.",There were a lot of new SKUs introduced each year for retail stores.,entailment,contradiction
The Student American Dental Hygienist's Association Hearty Smiles project at Riley Hospital has been successful and rewarding to the children as well as the hygiene students.,The children did not want to see the hygiene student's leave.,neutral,contradiction
"The most recent hijacking that involved U.S. air traffic controllers, FAA management, and military coordination had occurred in 1993.",The most recent hijacking that involved three air-traffic related organizations had been they year before that.,contradiction,entailment
Neither do we.,We don't want her to lose her job.,neutral,contradiction
The impact of these projects will be accelerated by an economic development initiative launched this year which will enable new and existing businesses to flourish in this neighborhood.,The impact of the projects will be sped up by an economic development initiative that we launched to help local businesses navigate the tax code.,neutral,contradiction
"As a donor to the School of Dentistry, you are making a significant investment in dental education in Indiana.",As a donar to the school of dentistry you are paying to help these dental students eat.,neutral,contradiction
"We count on your continuing interest in Sudden Infant Death Syndrome, the SIDS Alliance and our programs.",We count on your donation of more than $300 to help fight SIDS.,neutral,contradiction
"When parents and children spend most of their time apart, the result is a profound dampening of parents' socializing power.","When parents and kids are together more, the result is parents socialize more.",neutral,contradiction
"The idea of a domestic command for homeland defense began to be discussed in 1997, and in 1999 the Joint Chiefs developed a concept for the establishment of a domestic Unified Command.",A domestic command is necessary for safety in this new age of terrorism.,neutral,entailment
In just the past few years this program has grown from a few kids and a few extra activities to a team of almost 60 young adults taking on real projects.,"A few kids grew into a team of almost 60 young adults, coming from many different states, and even some internationally. ",neutral,entailment
Figure 14.5 shows our basic results in regard to average profit margin for different levels of technology adoption.,The average profit margin was determined for each business unit involved.,neutral,contradiction
Private gifts will play a vital role in reaching these goals.,"Being able to achieve these objectives means that donations, volunteer hours and other contributions will be needed.",neutral,contradiction
The First  Apparel Design and Patterns,The Apparel Design and Patterns before production.,neutral,entailment
"It is a game that is like fishing in a barrel, but more stimulating mentally.",There are better games than fishing.,neutral,contradiction
One of the flights that received the warning was United 93.,Three flights in total received warnings.,neutral,contradiction
"So they would, they would always come to me, and they told me, Ma'am, sell us milk, sell us yogurt, sell us cheese, or sell us a, a hog, a plump hog, well I had to sell them, and I am going to sell, he'd said, if you sell them to everyone else, sell to us, too.","They wanted the cheese, yogurt and milk because they were starving. ",neutral,contradiction
Thousands of Hoosier motorists have been doing just that by purchasing environmental license plates.,This small act has a big impact.,neutral,entailment
Other flight attendants were busy at duties such as getting medical supplies while Ong and Sweeney were reporting the events.,The medical supplies included an automatic defibrillator and oxygen masks..,neutral,contradiction
Everyone talks nowadays about making dictionaries user-friendlier.,Dictionaries are only useful for people with plenty of education.,neutral,contradiction
Or if they ever will at all?,Will they never?,contradiction,entailment
"Denim is from de `from' + Nimes , the town.","Denim is from Dimes and neim, the arabic word for town.",contradiction,entailment
"Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk girls, ages 8-14.",The Big Sisters have undergone background checks before being paired with the children.,neutral,entailment
"This is demonstrated in a variety of  a shared literacy and the assumptions and biases that go with it; an awareness of what books are for; consciousness and use of innumerable cultural allusions and educated idioms; and a relative ease in reading a periodical called VERBATIM, with sections called OBITER DICTA and EPISTOLAE.",VERBATIM is a highly popular periodical amongst the educated communities.,neutral,contradiction
No finer education is available-anywhere.,No finer education is available anywhere because we are the only school that does certain things. ,neutral,contradiction
"As a result, she acquires reasoning skills and can take initiative when faced with future problems.",Her reasoning and problem-solving skills will allow her to develop a higher-paying career.,neutral,contradiction
"In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!","In addition to the raffle and soft drinks, we will also have food.",neutral,contradiction
Then the next day I don't know if you weren't there.,"I tried to figure out if you were going to show up the next day, but it didn't seem like you did, so I figured you just didn't care anymore.",neutral,entailment
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.","I fail at lots of things, basically a failure at life.",neutral,contradiction
"Specifically, our manufacturer checked inventory of every item each week.",The inventory check for our manufacturer happens every Tuesday.,neutral,contradiction
Men's clothing has generally been made in long production runs with only small variations among styles in a given year and relatively little change from year to year.,This worked for retailers because men's fashions were largely uniform.,neutral,entailment
"Well, who told you that story?","You have forgotten who it was that told that story to you, haven't you?",neutral,contradiction
So this story was read to you by your cousins?,Did your cousin Melvin read this story to you?,neutral,contradiction
Misalignment of the edges can ruin many pattern pieces and the final garments for which they were intended.,Misalignment of the edges can ruin many pattern pieces and discipline will be in order.,neutral,contradiction
Please help make that same opportunity available to some deserving students today.,The students who are given this opportunity will benefit greatly both now and in the future.,neutral,entailment
There was confusion at that moment in the FAA.,The FAA was confused because of receiving mixed signals.,neutral,entailment
"A Feminist Dictionary , edited by influential Cheris Kramarae and Paula Treichler along with Ann Russo, suggests the style and the substance of some recent feminist discourse.","Cheris Kramarae, Paula Treichler and Ann Russa were strong supporters of feminism.",neutral,contradiction
"Actually, my sister wrote a story on it.",My sister really enjoyed writing a story about it.,neutral,entailment
"And he goes, Yeah, sure, I'll take you.",I hope he was not lying.,neutral,entailment
"Price reductions from the beginning to the end of the season also increased dramatically over the period from 1948 to 1988, one in which there was considerable growth in product proliferation.",There was a big increase in product proliferation from 1948 to 1988.,entailment,contradiction
Please help make that same opportunity available to some deserving students today.,The students who are given this opportunity will benefit greatly both now and in the future.,neutral,entailment
"Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations, and this was borne out in the cultures of the people.","Most religions stem from Pagan ones, which celebrate women and worship the earth.",neutral,contradiction
Do you remember any specific ones that you could retell?,Do you remember any stories of working with famous artists?,neutral,contradiction
"When I was teaching there, the explanation invariably given by boys brought to me for scrapping in the playground   Ee it oi, so oi it ee. ",I quit teaching to become a reporter.,neutral,contradiction
"Well, who told you that story?","You have forgotten who it was that told that story to you, haven't you?",neutral,contradiction
When was that?,When was your graduation?,neutral,contradiction
"Mr. Delaney is a victim of the confusion so often experienced by Latin students between the gerund, which is a neuter noun, active in meaning, and the gerundive, which is an adjective of similar form, but passive in meaning.",Latin is a very hard language to learn.,neutral,contradiction
" I'm going to try to confirm an ID for you, but I would assume he's somewhere over, uh, either New Jersey or somewhere further south.",I'm going to try and confirm a non-driver state ID for you.,neutral,entailment
"We have already seen how academically related tasks, family celebrations, family outings, and adult-child storybook reading are excellent focal points for adult-child engagement.",We have already noted that family outings are the best focal points of adult-child engagement.,neutral,entailment
"And that keeps me, as an adult, one, remembering to pray like a child, and to maintain some of the innocence, which is difficult, of a child.",I pray daily to try to retain some of the innocence of a child.,neutral,entailment
"And I remember that being, appearing to be so far in the future.",I cannot believe the future is now.,neutral,contradiction
He decided to make a brief statement from the school before leaving for the airport.,He made a brief statement to an audience of concerned people before leaving for the airport.,neutral,contradiction
You can see from the enclosed newspaper article the quality and diversity of those who receive this honor.,The enclosed article is the only one in which these data can be found.,neutral,contradiction
"To many, it is significant that the privilege of naming, granted to Adam, was denied to Eve.",Many people are angry that Eve was denied the privilege of naming.,neutral,contradiction
Has that directive been transmitted to the aircraft?,Has the aircraft acted on the directive?,entailment,contradiction
"The buyer should order 250 units, since there is a 75 percent probability that demand will be less than this.","If the demand is lower, we need to buy fewer units.",neutral,entailment
"It had resumed its flight to Minnesota and saw the smoke from the crash of United 93, less than two minutes after the plane went down.",The plane to Minnesota crashed down.,contradiction,entailment
" Afterwards, the Bishop walked among the crowds, eating their picnic lunches. ",The Bishop likes walking among crowds while they eat.,neutral,entailment
"The more pieces in a marker, the more effort required to make an efficient marker of a given width.",Effort needed increases exponentially with the number of pieces in a marker.,neutral,entailment
"In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.",Supplier executives are all glad that they implemented the new practices.,neutral,contradiction
No move was made to evacuate the Vice President at this time.,"The Vice President wasn't evacuated at that time, choosing to stay at work instead.",neutral,entailment
More subtle and less readily articulated objections probably exist.,There are most likely less easily expressed and more arcane objections.,entailment,contradiction
"Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.",The donors are jealous of the contributions the staff makes to the IUPUI.,neutral,contradiction
"At 9:21, NEADS received a report from the   Military, Boston Center.",The NEADS used the report to identify a potential strategy.,neutral,contradiction
"At the same time, these regimes had closed off nearly all paths for peaceful opposition, forcing their critics to choose silence, exile, or violent opposition.",The regimes did not allow any opposition parties.,entailment,contradiction
"Islamist revival movements gained followers across the Muslim world, but failed to secure political power except in Iran and Sudan.",The Muslim world allowed the Islam revival movements to continue.,neutral,contradiction
"And so, uh, those things come about through the work of reading rather than through listening to some person on the street corner or, uh, gazing on TV.","Reading is greater than watching television, it makes you smarter.",neutral,entailment
Here's how YOU can make an important difference in someone's life.,You can help by donating your time or money to our organization.,neutral,entailment
We have a bomb on board.,There is a bomb on the plane that will go off in ten minutes.,neutral,contradiction
"We are asking for your ten dollars to help fund our programs of Research, Education, and Patient Service and Rehabilitation.","Research programs are funded internally, your ten dollars will go towards other goals.",contradiction,entailment
"And this is, I guess, after, after high school, kind of right before college, actually, while I was in college, before I went away to school, while I was still in Brooklyn.",I have several stories from when I was in college.,neutral,contradiction
Our programs are provided to schools at a price far below our actual cost.,Are programs are highly subsidized to most schools.,entailment,contradiction
"These definitions are given in the most recent (1983) edition of Chambers 20th Century Dictionary , which was edited and published in Edinburgh.",The Chambers 20th Century Dictionary contains multiple definitions.,neutral,entailment
Your contribution will be used to recruit and retain quality volunteers.,Our average cost for volunteer recruitment is $200.,neutral,contradiction
Fulfillment of this goal requires full participation from members of the Indiana Dental Association.,If we don't have full participation of members of the Indiana Dental Association we will have to beg for money in the street. ,neutral,contradiction
I want him to beat my heart and beat my brain.,I want to beat his heart and his brain,contradiction,entailment
"American narratives rarely dwelt on misdeeds and, at times, even recast children's oenses as strengths'as indicative of quick thinking and an active, spirited disposition.",American narratives were bad for children's behavior and development.,neutral,contradiction
"I know most of you will find it hard to believe, but we are about to celebrate our 35th Anniversary.",The 35th anniversary is in two weeks.,neutral,contradiction
"The most recent hijacking that involved U.S. air traffic controllers, FAA management, and military coordination had occurred in 1993.",The most recent hijacking that involved three air-traffic related organizations had been they year before that.,contradiction,entailment
"Again, thanks for your support.","Again, thank you for the monetary donations.",neutral,contradiction
-The new Masters in Planning degree;,"The new degree, Masters of Planning, is very challenging to get through.",neutral,contradiction
Ted is a single father with three children under 10.,Being a single father Ted has gone through many hardships.,neutral,entailment
"They call it, he said, The Committee of Forsaken Mothers.","He said, they used to call it, The committee of Foresaken Mothers but now it;s called something else.",neutral,entailment
"By 1920, over half of the spinning and weaving capacity was in the South, leading industrialization there.",Most of the weaving capacity was in the South.,entailment,contradiction
"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job.",Wanda has to balance with this increasingly difficult problem as she copes with a new job.,entailment,contradiction
"At the same time, the Sudanese regime began to change.",The Sudan regime was working to change for the better.,neutral,entailment
. . . You got a conflict on that direction?,There may have been differing views on that decision.,neutral,entailment
"It was, uh, a very established studio and had put out a lot of, um, I guess, well known artists, and it was actually, it was affiliated with Jive Records, um, and Jive Records, I guess, at the time, had, their big act was the Backstreet Boys, and they were recording the Backstreet Boys' first American released album.",The Backstreet Boys recorded all of their albums at this studio. ,neutral,contradiction
"But even without them, he would certainly have understood that the attacks on the World Trade Center would already have unfolded, given Flight 93's tardy departure from Newark.",He knew that the attacks on the World Trade Center would have always happened regardless of anyone's efforts or lack thereof.,neutral,contradiction
"(This, remember, was in my youth, and it was a time when typographical errors were called typographical errors, not typos'at least by kids in junior high.)",This was in my youth when we didn't call things typos if just a few letters were wrong.,neutral,entailment
"Um she used to, she used to walk every day.",She used to walk every day before her injury.,neutral,contradiction
Establishing the target customer base is therefore a critical first step in any merchandising strategy.,The target customers are often brought to focus groups or surveys to gather information.,neutral,contradiction
That message and all subsequent attempts to contact the flight were not acknowledged.,"Dozens of attempts were made to contact the flight, but none got a response.",neutral,contradiction
"Otherwise, the two parties make independent decisions that myopically optimize their own profits, without complete consideration of the impact these decisions may have on other players in the channel.",The profits made by retailers is a very serious thing to look at .,neutral,contradiction
"It was, the Sphinx explains, his answer to the   Man. ",Man wanted to know how the Universe works and why he exists.,neutral,contradiction
GENI organizes teacher workshops for K-12 teachers and assists them in developing geography teaching materials for classroom use.,GENI also organizes workshops for other teaching materials. ,neutral,entailment
His primary concern was ensuring that the pilots had a clear understanding of their rules of engagement.,He knew that the pilots knew their rules of engagement backwards and forwards.,neutral,contradiction
"In this period, a number of key technological changes  sewing machines that made many more stitches a minute, long knives instead of shears for cutting, and pressing machines.","During the 2000s, several key technological updates were made for industry tools.",neutral,entailment
"Admittedly, there is no such thing as perfect synonymy, but the meanings of many pairs of words are close enough for this term to be used in the context of a pastime like crosswords.","Synonymy is imperfect, but close enough for it to be used for entertainment purposes.",neutral,entailment
"He spoke of the suffering of the Iraqi people as a result of sanctions imposed after the Gulf War, and he protested U.S. support of Israel.",He resonated with the Iraqi people suffering from sanctions.  ,neutral,entailment
"Plus, I really wasn't making the kind of connections that I wanted to make.",The connections I was making wasn't getting me anywhere in the music industry.,neutral,entailment
We are going back to the airport.,"At this point, the others and myself will be going back to the airport to try to find out if there are any survivors on the plane.  ",neutral,entailment
"But like, so I was always raised like a tomboy and everything like that and my dad treated me like a guy all the time.",I still am a tomboy in my adult years.,neutral,entailment
"The FAA, the White House, and the Defense Department each initiated a multiagency teleconference before 9:30.","The FAA, WHite House, and Defense Department were in a teleconference together at 10:00.",neutral,contradiction
We can support such a scholarship if you will give $25.00 to the English Alumni Scholarship Fund.,We will support the scholarship if you give more than $25.00. ,entailment,contradiction
Computer images can be viewed on the local area network or even put on the Internet in a secure form.,"In addition to seeing it in printed form, photos can also be seen on the computer's local network or on the internet.",neutral,entailment
Just how does imaginative play help children distinguish ideas from the enticing stimuli around them and use thought to guide behavior?,Imaginative play helps children's cognitive development in some capacity.,neutral,entailment
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.",The centering operation is crucial to make sure the fabric is cut straight.,neutral,contradiction
"When tired, Sophie's teddy bear and leprechaun don't stay up late doing just as they please.",Sophie's teddy bear and leprechaun play around the room till the wee hours when they are energetic.,neutral,contradiction
"The program soon expanded to other vendors, including apparel suppliers, who entered their own  trading partnerships with Wal-Mart.",The program was accessible only through partnership with Wal-Mart.,neutral,contradiction
Many manufacturers do not explicitly track and use information like weekly demand variation for different SKUs.,Manufacturers use different SKUs in their systems.,neutral,entailment
"Between 9:34 and 9:38, the Cleveland controller observed United 93 climbing to 40,700 feet and immediately moved several aircraft out its way.",The people on the plane were shocked that the plane climbed so high.,neutral,contradiction
New initiatives in the inner-city are taking hold.,We hope to have 100 inner-city mentors next year.,neutral,contradiction
"And companies in transformed retail-apparel-textile channels have established a complex web of computer hardware and software, other technologies, and managerial practices that have blurred the traditional boundaries between retailers and suppliers.",Hardware and software creators include companies like Dell and Microsoft.,neutral,contradiction
The Vice President was wondering how the hell could a plane hit the World Trade Center when he saw the second aircraft strike the South Tower.,The second plane hitting the South Tower answered the Vice President's question.,neutral,entailment
"In addition, gifts provide essential support in a number of other areas, including recruitment of new faculty members and students, maintaining our Career Services office, securing guest speakers, supporting the school's commencement and publications",The school wouldn't be able to hire a guest speaker without gifts.,neutral,entailment
So now I'm going to run three pools over the summer.,Three pools is more than I ran last summer.,neutral,entailment
Lot of times we just sit around and just reminisce and go back to the time when we were growing up.,It is nice to talk about fond memories from childhood.,neutral,entailment
"In all the following cases, the spelling, (apparent) roots, or sound of the word actively suggest a meaning different from the true one.",The word's true meaning is derived from oral folklore.,neutral,contradiction
She waits tables like one night a week at another job to help put me through and everything like that.,She only waits tables to help me.,neutral,contradiction
The Lord helped me for a reason.,The Lord helped me because I prayed several times a day and lived as a good Christian.,neutral,contradiction
"On his way home, he shares the story with four people at a street corner.",He talks to four people at the street corner right next to his home.,neutral,entailment
Your memories are probably very similar.,Your memories are vivid just like theirs.,neutral,entailment
'  Two plus ten equals twelve in any language.,Ten plus two is twelve in every language,entailment,contradiction
"to which the other replied,Yes, put it in it, and pull it down.","During a long conversation, one person stated ""Yes, put it in it, and pull down.""",neutral,entailment
"Not long afterward, senior al Qaeda operatives and trainers traveled to Iran to receive training in explosives.","Senior al Qaeda operatives and trainers went to Iran to learn how to make bombs, hoping to use those skills against the US.",neutral,entailment
The aircraft was a Boeing 757 piloted by Captain Charles F. Burlingame and First Officer David Charlebois.,This was only the second time Charles Burlingame and David Charlebois flew together.,neutral,contradiction
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.",The centering operation is crucial to make sure the fabric is cut straight.,neutral,contradiction
"Other extremists had, and have, followings of their own.",Other extremists had similar ideas and easily had a following.,neutral,entailment
Are you reading things?,Are you reading things about the accident?,neutral,contradiction
" Yeah, he's down.","He is down, stabbed by the hijacker.",neutral,contradiction
"At the end of the second year, children begin to label their own and others' internal states with words, such as  want,   happy,   mad,   think,  and  pretend. ",Children think a lot about their internal states and the internal states of others. ,neutral,entailment
"On the other hand, the shared main entry for watershed has twenty-three words in CED but 93 in Cobuild .  And the word waterless is a main entry in Cobuild , explained in twenty words, whereas in CED it is naught but a so-called  undefined runon 'merely mentioned, but not explained explicitly, as a sub-entry at water .  So CED enters more items than Cobuild , but devotes less space to explaining them.",Cobuild uses more space to explain items but has fewer entries than CED.,entailment,contradiction
"Well, it would probably been things like living back in the hills of TN and having to ride a mule to school, things like that.",Riding a mule to school gave me a unique perspective growing up. ,neutral,entailment
Projects such as this touch the lives of others and enhance the education of the students.,Students very much enjoy participating in the programs. ,neutral,entailment
Some remain profoundly impaired by inadequate adult investment in their childhoods.,Some men remain profoundly impaired by improper adult investment in their childhoods.,neutral,contradiction
"In 1998, Iraq was under intensifying U.S. pressure, which culminated in a series of large air attacks in December.","In the late 1990s, the U.S. launched a series of air attacks on Iraq.",entailment,contradiction
"In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy genteel retirement.",I was hesitant to move to Victoria in 1984,neutral,contradiction
"It was passed from here through the [operations] center at the White House, from the [shelter].",It was passed from the shelter to the operations center.,entailment,contradiction
"On Flight 93, however, the takeover took place 46 minutes after takeoff and there were only four hijackers.","With only 4 hijackers, the takeover of flight 93 only took 46 minutes.",neutral,entailment
We all realize how the availability or lack of comfortable seating and conference space made it possible for us to socialize or to get help in a course giving us difficulty.,We all remember making friends through long hours spent in these spaces.,neutral,entailment
"He says, Don't go.",He say not to go after I tell him that I'm leaving.,neutral,entailment
"Authoritative parenting, whether assessed through direct observation or older children's ratings of their parents' communication, is linked to many aspects of competence.",Children who are yelled at more tend to perform better later in life.,neutral,contradiction
What are those stories?,Is that story book about Camelot?,neutral,contradiction
"Every time we stop I want you to get off and let whoever I'm letting on, in and then you get back in, sit on the step.",I want you to get off at the next stop.,entailment,contradiction
The knife and motor are supported above the base plate by a frame.,The knife and motor are supported over the base plate for the the sewing machine.,neutral,contradiction
Human Growth  and Development,Human  development from age 10 to 18.,neutral,contradiction
Do you feel like that's just in Charlotte that that's how the school systems are?,Charlotte school systems are unique to all the others?,neutral,contradiction
"hydrox It is wildly improbable that this is the name of a cookie and not a many-headed, bovine monster.",The name of the cookie reminds me of a movie about monsters I once watched.,neutral,contradiction
"Yeah, it did because I know people from Charlotte now that went to like, not to slam Providence because I like a lot of those people, but they like have like so many like stereotypes of people because they don't know anybody.",The Providence is a great place to get steak.,neutral,contradiction
"The controller understood, but chose to  Calling Cleveland Center, you're unreadable.",The Cleveland Center took the responsibilities from the control tower.,neutral,contradiction
He also stresses grievances against the United States widely shared in the Muslim world.,The director stresses grievances against the United States.,neutral,contradiction
"Bin Ladin's Historical Opportunity Most Muslims prefer a peaceful and inclusive vision of their faith, not the violent sectarianism of Bin Ladin.",Bin Laden was the most radicalized Muslim.,neutral,contradiction
"Such fund are often used for college tuition, vocational training or a deposit on an apartment.","Based on our analysis, using the funds on college tuition has the greatest impact on someone's life.",neutral,contradiction
"And then, like now that I'm in college, like I call her, like all the time and it won't occur that I should talk to my dad, too!",I talk to my mom on the phone a lot more than my dad.,neutral,entailment
A men's trousers manufacturer in the early 1990s invested in modular production in some of its lines to reduce throughput times.,"Without modular production, the throughput times would still have been reduced because the artisans could have become more skilled.",neutral,contradiction
"Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext.",We will not accept RSVPs after that date.,neutral,contradiction
"He was accompanied by family members and bodyguards, as well as by al Qaeda members who had been close associates since his organization's 1988 founding in Afghanistan.",He needed bodyguards because there had been repeated attempts on his life.,neutral,contradiction
The Vice President authorized fighter aircraft to engage the inbound plane.,The plane was trying to avoid the fighters.,neutral,contradiction
And the lion ate him.,The lion stalked him and then ate him.,neutral,entailment
I look forward to hearing from you soon.,"Please contact me soon, I look forward to seeing you in person.",neutral,entailment
"Although no single retailer pioneered or adopted all the innovations that compose lean retailing, we focus here on those in three segments'mass merchants, national chains, and departments stores'that played important roles in initiating the larger transformation.",There were five different retailers that developed key portions of lean retailing. ,neutral,contradiction
"The President's motorcade departed at 9:35, and arrived at the airport between 9:42 and 9:45.",The President was transported by a Motorcade at around 9:40,entailment,contradiction
"He spoke of the suffering of the Iraqi people as a result of sanctions imposed after the Gulf War, and he protested U.S. support of Israel.",The Iraqi people did not appreciate his message.  ,neutral,contradiction
"In those days, people as a rule did not take much care of phonograph records.",People didn't take much care of phonograph records because they were so cheap.,neutral,contradiction
"Man as a False Generic,  M and S question whether the definitions  2.",The essay questioned the existence of man.,neutral,entailment
"Nobody used to snicker at Chaucer's line (No.5818) in The Prologe of the Wyf of Bathe , in which that harried dame: Why is my neghebores wif so gay?",Nobody laughed at Chaucer's line even though it was funny today.,entailment,contradiction
The Maennerchor Society brings together persons who share a desire to provide enduring and generous support for the law school.,The Maennerchor Society is not the only organization to unite people who wish to contribute to the school.,neutral,entailment
Because teaching a man to fish will keep him fed for his entire life.,It is better to help a person to become self-sufficient rather than reliant on others,entailment,contradiction
"But, as a British journalist might say, we should be told.",There reason for us to be informed promptly.,neutral,entailment
"But while the effort failed, it shows what Bin Ladin and his associates hoped to do.",All of Bin Ladin's goals and aspirations were revealed with he and his associates failed in their efforts.,neutral,entailment
"For example, the Secretary of Labor has used his or her  bully pulpit to call attention to the problem",The Labor Secretary had to use scare tactics because the people are not listening to her.,neutral,contradiction
General David Wherley-the commander of the 113th Wing-reached out to the Secret Service after hearing secondhand reports that it wanted fighters airborne.,Wherley was the commander of the 113th Wing of the Air Force.,neutral,entailment
Your contribution--large or small-- through the Annual Fund will carry us one more step toward realizing the Purdue dream for the 21st century.,Perdue will not reach its goals without your help. ,neutral,contradiction
"Again, thanks for your support.","Again, thank you for the monetary donations.",neutral,contradiction
Yet the train trip across the country she will take at age 3 1/2 and her first day of kindergarten at age 5 may still be memorable when she is 80.,She isn't going to remember the train trip across the country.,neutral,contradiction
New initiatives in the inner-city are taking hold.,We do not have an inner-city program yet.,neutral,contradiction
"I was on this earth you know, I've lived on this earth for some reason, I just don't know what it is yet.",There is definitely no explanation for why I have lived on this planet. ,contradiction,entailment
"Because he knew little about the cattle business and cared less, he never got around to branding his stock.",Branding cattle stock is vital to guarantee ownership and prevent disease.,neutral,contradiction
"He notified his supervisor, who passed the notice up the chain of command.",The supervisor really didn't feel like passing up the notice.,neutral,contradiction
"Well, he milked the cow every morning, but that day, he couldn't milk her, because the gunfire was so heavy, and because everything was falling near the house.",He could not do his daily milking because the civil war was taking place near his house.,neutral,entailment
"In an intensive observational study of daily storytelling in two communities'six middle-class Chinese families in Taipei, Taiwan, and six middle-class American families in an Irish-Catholic neighborhood in Chicago'Peggy Miller and her colleagues72 found that preschoolers and their family members routinely narrated past experiences.",Peggy Miler's observational study of daily storytelling received an award.,neutral,contradiction
Readiness for Narrative.,The narrative is being delivered orally.,neutral,contradiction
"And you said, How do I get this tar off of me uncle?",Did you seriously get tar on your uncle and you couldn't even figure out how to get it off?,neutral,contradiction
Bin Ladin had to tell the Libyans who had been part of his Islamic army that he could no longer protect them and that they had to leave the country.,Some Libyans chose to stay and fight with Bin Laden.,neutral,contradiction
"Because, there were a lot more things.",The things were stacked on top of one another.,neutral,entailment
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about water because it was so important to those people.,neutral,contradiction
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.",The centering operation is crucial to make sure the fabric is cut straight.,neutral,contradiction
